User_ID,Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
U2157,34,Brazil,Amazon Music,R&B,31,334,Dua Lipa,Free,Morning,41.57,59.12
U2158,57,Germany,Deezer,Reggae,316,452,Drake,Free,Morning,38.36,31.39
U2159,37,France,Amazon Music,Classical,341,419,Taylor Swift,Premium,Night,17.63,27.17
U2160,15,Canada,Tidal,Jazz,368,379,BTS,Premium,Morning,45.88,57.93
U2161,57,South Korea,YouTube,Country,346,471,Bad Bunny,Free,Night,10.55,12.77
U2162,45,South Korea,YouTube,Metal,385,425,Post Malone,Premium,Night,83.71,11.68
U2163,39,South Korea,Deezer,Classical,105,489,Post Malone,Free,Morning,16.38,33.86
U2164,17,Canada,YouTube,Jazz,265,219,The Weeknd,Premium,Afternoon,48.33,63.94
U2165,43,South Korea,Spotify,R&B,484,492,Adele,Premium,Morning,34.4,42.45
U2166,53,UK,Deezer,Metal,558,482,Adele,Free,Afternoon,74.68,59.26
U2167,55,Japan,Amazon Music,Country,29,34,Bad Bunny,Free,Afternoon,67.46,5.68
U2168,50,Germany,Deezer,Classical,402,460,Taylor Swift,Premium,Afternoon,53.93,74.88
U2169,47,India,Spotify,Jazz,68,236,BTS,Free,Afternoon,38.04,78.69
U2170,24,Canada,Deezer,EDM,572,465,Drake,Free,Afternoon,58.59,36.9
U2171,51,Canada,Spotify,Metal,487,16,Post Malone,Free,Afternoon,80.01,66.24
U2172,17,France,Amazon Music,Classical,289,303,BTS,Premium,Afternoon,21.52,14.9
U2173,42,USA,YouTube,Metal,21,495,The Weeknd,Free,Morning,75.46,42.0
U2174,22,Australia,Tidal,Reggae,122,408,Post Malone,Free,Night,89.96,12.14
U2175,27,UK,YouTube,Country,137,298,The Weeknd,Premium,Afternoon,23.26,78.66
U2176,45,India,Spotify,Pop,493,62,BTS,Free,Morning,46.76,67.91
U2177,15,India,Deezer,Pop,355,360,Taylor Swift,Free,Night,35.41,55.65
U2178,32,South Korea,Spotify,Metal,146,276,Dua Lipa,Free,Afternoon,65.11,16.06
U2179,21,India,Apple Music,Reggae,537,213,Dua Lipa,Premium,Night,66.0,20.16
U2180,37,South Korea,YouTube,R&B,599,70,Ed Sheeran,Free,Morning,74.32,75.69
U2181,21,India,Deezer,Metal,369,93,Bad Bunny,Premium,Morning,77.02,34.23
U2182,59,Brazil,Tidal,Hip-Hop,164,150,The Weeknd,Free,Afternoon,44.28,50.56
U2183,32,Germany,Amazon Music,R&B,397,439,BTS,Free,Night,59.69,39.87
U2184,42,India,Tidal,Jazz,54,234,Billie Eilish,Premium,Morning,23.53,59.56
U2185,57,South Korea,Amazon Music,Classical,548,87,Adele,Free,Morning,45.91,9.03
U2186,50,Japan,Amazon Music,Jazz,584,16,Drake,Premium,Night,39.35,37.38
U2187,33,Canada,Deezer,EDM,30,77,Post Malone,Free,Morning,24.97,74.59
U2188,26,India,Tidal,Metal,82,52,Adele,Free,Night,33.93,67.25
U2189,60,France,Tidal,R&B,83,262,Taylor Swift,Premium,Night,15.77,9.41
U2190,29,USA,Deezer,Classical,545,358,Bad Bunny,Premium,Morning,50.97,32.39
U2191,51,India,Deezer,Metal,141,317,Bad Bunny,Free,Afternoon,77.2,23.83
U2192,46,South Korea,Amazon Music,Classical,484,257,Taylor Swift,Premium,Morning,18.17,65.78
U2193,27,Japan,Deezer,Metal,74,364,Post Malone,Premium,Afternoon,54.33,6.0
U2194,43,Brazil,Tidal,Country,216,36,The Weeknd,Premium,Afternoon,36.66,67.64
U2195,38,India,YouTube,Hip-Hop,431,28,Drake,Free,Afternoon,35.17,44.09
U2196,22,South Korea,Deezer,EDM,182,242,Post Malone,Premium,Morning,81.36,69.15
U2197,19,Canada,Spotify,R&B,250,83,Adele,Premium,Night,61.5,44.85
U2198,13,Germany,Tidal,Pop,527,264,BTS,Free,Morning,66.15,36.19
U2199,29,Canada,Tidal,Pop,163,406,Dua Lipa,Premium,Night,56.93,60.25
U2200,54,France,Tidal,EDM,122,238,The Weeknd,Premium,Night,86.95,23.3
U2201,17,South Korea,Amazon Music,Reggae,496,278,Ed Sheeran,Free,Afternoon,70.24,54.17
U2202,18,UK,Tidal,Metal,471,393,Dua Lipa,Premium,Morning,64.07,57.59
U2203,20,Australia,Amazon Music,Country,88,431,Drake,Free,Morning,73.71,63.04
U2204,54,South Korea,Spotify,Classical,374,187,Taylor Swift,Premium,Night,11.2,6.42
U2205,57,South Korea,Amazon Music,Metal,551,166,The Weeknd,Premium,Morning,20.5,72.5
U2206,59,Australia,Amazon Music,Rock,86,403,Post Malone,Premium,Morning,74.47,19.36
U2207,53,Australia,Deezer,Country,282,191,Post Malone,Premium,Afternoon,37.15,15.05
U2208,38,Australia,YouTube,R&B,218,181,Post Malone,Free,Morning,48.47,55.39
U2209,44,UK,Apple Music,R&B,477,351,Taylor Swift,Premium,Night,73.76,49.19
U2210,48,Australia,Apple Music,Metal,174,124,The Weeknd,Free,Afternoon,88.75,38.62
U2211,56,USA,YouTube,R&B,265,453,The Weeknd,Free,Night,48.87,30.41
U2212,44,South Korea,YouTube,Jazz,322,70,Ed Sheeran,Free,Afternoon,87.25,50.15
U2213,34,Brazil,Deezer,Classical,314,336,Ed Sheeran,Premium,Night,35.29,22.21
U2214,40,France,Spotify,Pop,52,127,Billie Eilish,Premium,Morning,85.81,46.06
U2215,16,UK,Spotify,Country,55,20,The Weeknd,Free,Afternoon,44.63,61.6
U2216,37,India,Deezer,Reggae,235,123,Dua Lipa,Premium,Night,65.86,74.25
U2217,36,India,Spotify,Metal,84,251,Taylor Swift,Premium,Night,81.41,62.91
U2218,13,UK,Tidal,Rock,14,361,Taylor Swift,Premium,Afternoon,79.41,5.25
U2219,57,UK,Apple Music,Jazz,398,175,Billie Eilish,Premium,Morning,19.61,40.77
U2220,39,USA,Spotify,Hip-Hop,155,218,Bad Bunny,Premium,Night,77.96,26.73
U2221,44,Germany,YouTube,Hip-Hop,573,278,Adele,Free,Night,32.88,36.46
U2222,45,Brazil,Tidal,R&B,529,284,Taylor Swift,Premium,Morning,77.08,11.24
U2223,40,South Korea,Spotify,Pop,175,440,Ed Sheeran,Free,Afternoon,53.68,79.1
U2224,42,Germany,Tidal,Pop,68,248,Taylor Swift,Premium,Night,25.25,24.24
U2225,38,USA,Apple Music,EDM,518,276,Dua Lipa,Premium,Morning,87.48,47.72
U2226,32,Australia,Tidal,Rock,265,294,Taylor Swift,Premium,Morning,28.72,32.88
U2227,55,South Korea,Spotify,Jazz,245,201,Drake,Premium,Morning,27.93,72.81
U2228,50,Germany,YouTube,Reggae,591,303,Bad Bunny,Free,Night,37.71,17.76
U2229,23,India,Deezer,Pop,347,300,The Weeknd,Free,Night,39.75,6.93
U2230,24,South Korea,Deezer,Metal,400,167,Bad Bunny,Free,Night,17.32,22.94
U2231,22,Brazil,Tidal,Metal,228,469,Billie Eilish,Free,Night,67.96,55.81
U2232,18,UK,Spotify,Metal,585,62,Billie Eilish,Premium,Morning,77.29,59.48
U2233,33,UK,Amazon Music,Classical,543,425,Adele,Premium,Afternoon,22.3,67.15
U2234,34,Brazil,Apple Music,EDM,125,39,The Weeknd,Premium,Morning,44.42,24.18
U2235,34,Australia,Spotify,Pop,325,298,Adele,Premium,Morning,47.1,53.09
U2236,41,India,Spotify,Reggae,567,102,Ed Sheeran,Free,Night,34.55,16.06
U2237,14,Australia,Apple Music,Pop,418,471,Dua Lipa,Free,Afternoon,43.77,72.51
U2238,57,South Korea,Tidal,Classical,168,90,Adele,Premium,Morning,24.16,34.12
U2239,32,South Korea,YouTube,R&B,418,183,Post Malone,Premium,Night,29.81,76.54
U2240,14,India,Spotify,R&B,71,20,Post Malone,Free,Morning,48.54,57.76
U2241,36,India,Amazon Music,EDM,29,367,Ed Sheeran,Premium,Afternoon,66.26,10.38
U2242,25,France,Tidal,Hip-Hop,154,376,Taylor Swift,Premium,Morning,34.31,17.51
U2243,21,UK,Apple Music,Country,80,396,Bad Bunny,Premium,Morning,55.7,46.86
U2244,60,South Korea,Deezer,Rock,380,185,The Weeknd,Free,Afternoon,57.05,9.25
U2245,28,India,Tidal,Jazz,92,206,Drake,Premium,Night,14.95,36.02
U2246,20,Brazil,Spotify,Rock,491,174,Ed Sheeran,Free,Morning,40.14,37.02
U2247,21,Germany,YouTube,Metal,189,129,Ed Sheeran,Premium,Morning,48.31,45.53
U2248,27,Canada,YouTube,Rock,369,136,Adele,Premium,Morning,75.96,33.83
U2249,37,Germany,Spotify,Jazz,83,135,Post Malone,Premium,Afternoon,75.27,60.1
U2250,60,Australia,YouTube,Jazz,536,270,BTS,Premium,Afternoon,10.92,54.49
U2251,44,USA,Spotify,Reggae,182,162,The Weeknd,Premium,Afternoon,85.26,49.55
U2252,40,Canada,Tidal,EDM,266,145,Ed Sheeran,Premium,Night,22.33,22.21
U2253,41,Australia,YouTube,EDM,500,470,Taylor Swift,Premium,Night,22.11,46.57
U2254,33,India,Deezer,Rock,203,446,Billie Eilish,Free,Afternoon,19.8,50.58
U2255,33,Australia,Apple Music,Reggae,56,8,Ed Sheeran,Free,Night,68.32,32.55
U2256,52,Germany,Amazon Music,Pop,391,77,Bad Bunny,Free,Morning,38.79,73.26
U2257,22,UK,Amazon Music,Pop,237,345,Post Malone,Premium,Afternoon,80.4,16.86
U2258,51,UK,Deezer,Metal,252,70,Billie Eilish,Premium,Morning,66.85,64.56
U2259,36,India,Deezer,R&B,384,97,Bad Bunny,Premium,Night,25.39,39.5
U2260,31,Germany,Tidal,Rock,224,480,Ed Sheeran,Premium,Afternoon,49.4,79.64
U2261,59,Australia,Tidal,R&B,105,369,Bad Bunny,Premium,Morning,81.06,74.26
U2262,57,UK,YouTube,R&B,317,271,Dua Lipa,Free,Night,18.95,36.8
U2263,43,Canada,YouTube,Pop,110,379,Drake,Premium,Morning,38.58,38.17
U2264,37,Canada,Apple Music,EDM,528,135,Adele,Premium,Afternoon,47.67,64.55
U2265,52,India,Spotify,Metal,333,12,Taylor Swift,Free,Afternoon,56.48,75.85
U2266,58,Japan,Amazon Music,Jazz,118,180,BTS,Free,Night,49.58,51.35
U2267,54,France,Apple Music,Country,377,404,Adele,Free,Night,62.71,45.62
U2268,27,Brazil,Spotify,Rock,429,456,Taylor Swift,Free,Afternoon,24.94,72.43
U2269,53,Canada,YouTube,Reggae,419,311,Adele,Free,Night,19.4,52.66
U2270,16,Japan,YouTube,Pop,264,436,Dua Lipa,Premium,Afternoon,56.93,11.79
U2271,29,Canada,Deezer,Classical,479,32,Post Malone,Premium,Morning,69.75,60.07
U2272,31,UK,Deezer,Pop,135,53,BTS,Free,Morning,71.98,34.28
U2273,52,South Korea,Tidal,Pop,583,230,Taylor Swift,Premium,Night,33.53,15.93
U2274,41,Australia,Apple Music,R&B,569,293,Dua Lipa,Free,Morning,39.77,40.45
U2275,14,Japan,Spotify,Hip-Hop,534,141,Taylor Swift,Free,Night,21.04,58.3
U2276,59,India,YouTube,R&B,510,305,BTS,Free,Night,48.62,52.01
U2277,16,Japan,Tidal,R&B,578,123,Ed Sheeran,Premium,Night,36.65,27.58
U2278,54,France,Spotify,Rock,250,276,Dua Lipa,Premium,Night,47.72,43.81
U2279,27,USA,Spotify,Pop,522,230,Post Malone,Free,Night,19.31,57.73
U2280,39,Canada,YouTube,Pop,371,196,Drake,Premium,Afternoon,55.28,31.54
U2281,58,Japan,Spotify,Classical,531,327,Post Malone,Free,Night,65.33,46.49
U2282,35,India,Spotify,Country,583,249,Post Malone,Free,Night,31.19,13.63
U2283,41,Canada,Apple Music,EDM,568,439,Post Malone,Premium,Night,47.47,13.02
U2284,24,France,YouTube,Hip-Hop,469,223,The Weeknd,Premium,Afternoon,51.68,29.16
U2285,24,Canada,Apple Music,Rock,110,417,BTS,Free,Afternoon,19.68,70.84
U2286,15,India,Deezer,Pop,101,336,Drake,Free,Afternoon,15.0,16.96
U2287,53,South Korea,Spotify,Reggae,345,498,Post Malone,Premium,Night,34.74,19.28
U2288,43,USA,Deezer,Rock,317,424,Post Malone,Premium,Afternoon,47.78,53.08
U2289,51,Brazil,Apple Music,Jazz,80,448,Dua Lipa,Free,Afternoon,79.28,40.81
U2290,33,South Korea,Spotify,Hip-Hop,171,314,Bad Bunny,Free,Night,73.84,38.98
U2291,30,Brazil,Tidal,Metal,278,315,Ed Sheeran,Free,Night,66.96,55.59
U2292,59,Brazil,Spotify,R&B,288,125,Post Malone,Premium,Night,60.69,13.07
U2293,53,France,Apple Music,Reggae,198,135,The Weeknd,Premium,Morning,47.72,36.67
U2294,29,USA,Apple Music,Metal,190,318,Post Malone,Free,Night,86.93,70.18
U2295,21,India,Spotify,Rock,144,415,Billie Eilish,Free,Night,18.34,50.23
U2296,48,India,Tidal,Reggae,480,104,Taylor Swift,Premium,Afternoon,16.23,77.29
U2297,58,Japan,Spotify,R&B,219,67,The Weeknd,Premium,Morning,57.43,56.33
U2298,35,Australia,Tidal,EDM,457,153,Bad Bunny,Premium,Afternoon,23.18,63.48
U2299,28,Australia,Apple Music,Reggae,384,495,Adele,Free,Morning,66.86,45.88
U2300,31,India,Deezer,R&B,188,130,Bad Bunny,Premium,Night,59.24,77.17
U2301,52,UK,Deezer,Pop,558,77,Bad Bunny,Free,Night,36.5,61.94
U2302,42,South Korea,Spotify,Country,105,262,Drake,Premium,Morning,27.94,38.6
U2303,55,India,Deezer,Pop,435,423,Bad Bunny,Free,Afternoon,72.48,54.21
U2304,34,UK,Tidal,Reggae,174,401,Dua Lipa,Free,Night,66.2,79.07
U2305,34,Japan,Amazon Music,Country,253,145,Ed Sheeran,Free,Morning,44.2,45.48
U2306,35,Germany,Amazon Music,Hip-Hop,161,410,The Weeknd,Free,Afternoon,21.74,16.81
U2307,24,France,Tidal,Jazz,530,372,Drake,Premium,Afternoon,18.36,47.85
U2308,32,Japan,YouTube,Pop,380,343,BTS,Free,Morning,12.92,64.01
U2309,22,USA,Amazon Music,Hip-Hop,291,349,Adele,Free,Night,65.93,68.21
U2310,51,France,Deezer,EDM,370,153,Billie Eilish,Premium,Night,58.89,76.81
U2311,30,UK,Deezer,Reggae,12,266,Taylor Swift,Free,Night,58.15,45.46
U2312,43,Canada,Apple Music,Reggae,519,407,BTS,Premium,Night,73.04,13.44
U2313,58,France,Deezer,Hip-Hop,571,135,Adele,Premium,Night,27.39,54.96
U2314,50,USA,Amazon Music,Metal,73,488,Bad Bunny,Free,Morning,15.08,27.2
U2315,13,Germany,YouTube,Hip-Hop,130,414,Bad Bunny,Free,Morning,75.31,34.33
U2316,29,South Korea,Apple Music,R&B,233,110,The Weeknd,Premium,Morning,38.58,62.79
U2317,16,Australia,Deezer,Jazz,34,218,Drake,Premium,Morning,40.58,48.78
U2318,34,Canada,YouTube,EDM,354,473,Ed Sheeran,Free,Morning,68.47,57.52
U2319,47,Australia,Apple Music,R&B,248,153,Ed Sheeran,Premium,Night,51.52,10.03
U2320,59,South Korea,Spotify,Hip-Hop,154,1,Ed Sheeran,Premium,Night,33.24,22.03
U2321,40,Canada,Deezer,Hip-Hop,316,422,Adele,Premium,Afternoon,79.59,5.26
U2322,38,South Korea,Amazon Music,Hip-Hop,339,499,BTS,Free,Morning,52.37,48.03
U2323,38,Australia,Amazon Music,Hip-Hop,404,383,Taylor Swift,Free,Afternoon,47.08,65.39
U2324,46,UK,Spotify,Rock,553,321,Bad Bunny,Free,Night,65.48,53.69
U2325,40,Canada,Deezer,Country,548,178,Dua Lipa,Free,Afternoon,50.57,12.31
U2326,44,India,Tidal,Hip-Hop,310,178,Taylor Swift,Premium,Night,87.1,36.55
U2327,52,Canada,Tidal,EDM,352,425,The Weeknd,Premium,Night,18.79,12.61
U2328,22,UK,YouTube,Classical,147,77,Adele,Premium,Morning,48.83,32.46
U2329,58,Canada,YouTube,R&B,111,70,The Weeknd,Free,Afternoon,55.58,79.98
U2330,34,Australia,Spotify,Rock,516,432,Post Malone,Free,Morning,65.46,43.88
U2331,34,Germany,YouTube,EDM,462,377,Drake,Premium,Night,61.11,24.76
U2332,25,Brazil,Amazon Music,EDM,192,360,The Weeknd,Free,Night,17.42,18.75
U2333,45,South Korea,Tidal,Rock,243,155,Billie Eilish,Free,Morning,37.69,44.04
U2334,58,Australia,Apple Music,Jazz,141,8,Billie Eilish,Free,Afternoon,23.63,73.39
U2335,27,USA,Amazon Music,Pop,46,249,The Weeknd,Premium,Morning,13.88,74.66
U2336,42,France,Deezer,Metal,263,291,Post Malone,Premium,Afternoon,18.47,60.44
U2337,39,France,YouTube,Classical,38,96,Bad Bunny,Premium,Night,30.9,38.19
U2338,17,Japan,Amazon Music,Metal,259,455,Billie Eilish,Free,Morning,80.03,55.67
U2339,15,Australia,Tidal,Jazz,243,101,Bad Bunny,Premium,Night,60.19,58.16
U2340,19,USA,Spotify,EDM,354,434,Ed Sheeran,Free,Afternoon,47.86,73.97
U2341,42,South Korea,Spotify,Rock,365,196,The Weeknd,Premium,Afternoon,14.44,55.28
U2342,19,Australia,Spotify,Metal,593,428,Bad Bunny,Premium,Morning,57.49,27.08
U2343,56,Brazil,Apple Music,Classical,394,154,BTS,Premium,Afternoon,42.13,65.22
U2344,25,Japan,Tidal,EDM,400,417,Billie Eilish,Free,Morning,80.36,18.91
U2345,17,Canada,Spotify,Reggae,87,326,Bad Bunny,Free,Afternoon,14.18,43.84
U2346,47,Brazil,Apple Music,Pop,578,463,Taylor Swift,Free,Morning,50.4,56.02
U2347,23,Brazil,Spotify,Rock,44,113,Bad Bunny,Premium,Afternoon,77.29,69.71
U2348,41,France,Tidal,Rock,397,213,BTS,Premium,Afternoon,49.58,68.51
U2349,42,South Korea,Deezer,Rock,517,175,Bad Bunny,Premium,Afternoon,15.9,55.3
U2350,33,UK,YouTube,Country,97,52,Billie Eilish,Premium,Night,40.31,21.15
U2351,25,South Korea,Tidal,Metal,520,459,Ed Sheeran,Free,Night,40.75,51.03
U2352,54,France,Apple Music,EDM,196,481,Ed Sheeran,Premium,Afternoon,83.57,72.64
U2353,56,France,Spotify,Jazz,302,393,Drake,Free,Morning,34.43,75.56
U2354,20,Canada,Spotify,Pop,407,97,Billie Eilish,Premium,Night,70.21,56.65
U2355,20,Australia,Amazon Music,Reggae,380,298,Post Malone,Premium,Afternoon,46.5,70.2
U2356,56,Japan,Apple Music,Metal,535,392,Adele,Premium,Afternoon,81.2,53.04
U2357,14,India,Deezer,EDM,207,400,Billie Eilish,Premium,Morning,61.11,68.39
U2358,60,UK,Tidal,Hip-Hop,428,235,Bad Bunny,Free,Morning,21.66,55.9
U2359,18,South Korea,Spotify,Rock,425,492,Taylor Swift,Free,Morning,73.91,14.59
U2360,45,USA,Spotify,R&B,162,450,The Weeknd,Free,Night,58.71,35.11
U2361,16,Canada,YouTube,Reggae,269,464,Ed Sheeran,Premium,Night,55.29,51.28
U2362,17,Germany,Tidal,Rock,12,82,Bad Bunny,Free,Afternoon,57.46,64.14
U2363,19,Australia,Deezer,Rock,402,250,Taylor Swift,Premium,Night,89.04,31.49
U2364,44,Australia,Amazon Music,Rock,442,193,Ed Sheeran,Premium,Morning,38.48,52.28
U2365,30,Australia,Amazon Music,Hip-Hop,53,173,Dua Lipa,Free,Afternoon,48.44,8.81
U2366,25,South Korea,Amazon Music,Country,146,170,Taylor Swift,Free,Morning,47.31,38.91
U2367,53,Japan,Tidal,Country,142,260,Dua Lipa,Premium,Afternoon,46.91,60.81
U2368,36,USA,Deezer,Metal,388,482,Dua Lipa,Premium,Afternoon,54.76,57.28
U2369,23,India,YouTube,EDM,385,349,Post Malone,Premium,Night,37.28,38.99
U2370,53,USA,YouTube,Pop,68,256,Post Malone,Premium,Afternoon,68.83,9.49
U2371,53,Germany,Apple Music,EDM,129,473,Taylor Swift,Free,Night,78.5,50.25
U2372,27,India,YouTube,Pop,358,54,BTS,Premium,Afternoon,59.1,44.22
U2373,24,Germany,YouTube,Reggae,408,500,Post Malone,Free,Night,45.91,20.16
U2374,54,India,Tidal,R&B,149,397,Dua Lipa,Premium,Afternoon,14.9,78.7
U2375,30,Australia,Tidal,Jazz,17,36,Dua Lipa,Premium,Night,88.89,25.24
U2376,58,UK,Apple Music,Pop,352,392,Ed Sheeran,Free,Night,15.81,61.07
U2377,31,USA,Tidal,Classical,230,466,Taylor Swift,Free,Afternoon,36.45,69.16
U2378,43,Australia,YouTube,Country,600,240,Ed Sheeran,Premium,Morning,59.14,67.22
U2379,13,Germany,Amazon Music,Pop,484,61,Adele,Free,Morning,19.13,79.11
U2380,16,India,Apple Music,Classical,430,490,Adele,Premium,Morning,81.71,5.49
U2381,23,India,Deezer,Reggae,272,45,Post Malone,Free,Night,53.28,55.79
U2382,44,South Korea,Amazon Music,Hip-Hop,580,14,Adele,Free,Afternoon,25.91,18.19
U2383,49,Japan,YouTube,Jazz,67,249,Post Malone,Premium,Night,14.56,60.15
U2384,58,Brazil,Tidal,R&B,399,495,Adele,Premium,Morning,78.72,49.64
U2385,56,Brazil,Deezer,Pop,309,89,Billie Eilish,Free,Afternoon,86.54,73.09
U2386,50,Canada,Tidal,Pop,113,338,Ed Sheeran,Premium,Night,56.91,60.27
U2387,31,Germany,Amazon Music,Country,213,1,Post Malone,Premium,Afternoon,87.3,52.23
U2388,24,Canada,Amazon Music,EDM,268,238,Post Malone,Premium,Night,82.37,17.96
U2389,45,Germany,Spotify,EDM,112,22,Adele,Free,Night,63.65,38.68
U2390,31,South Korea,Amazon Music,Hip-Hop,420,175,Bad Bunny,Premium,Morning,78.04,22.0
U2391,34,France,YouTube,Classical,217,72,Billie Eilish,Premium,Night,49.71,49.76
U2392,19,India,Apple Music,Pop,139,468,Taylor Swift,Free,Morning,85.0,58.17
U2393,45,UK,YouTube,Jazz,110,162,Adele,Free,Afternoon,31.86,60.29
U2394,18,Germany,Deezer,Metal,38,16,Dua Lipa,Premium,Night,11.06,38.07
U2395,38,Canada,Apple Music,EDM,38,101,Ed Sheeran,Premium,Afternoon,16.79,47.6
U2396,55,Australia,Tidal,Classical,160,230,The Weeknd,Premium,Morning,48.59,40.22
U2397,15,Canada,Deezer,Country,563,479,Dua Lipa,Free,Afternoon,88.04,28.43
U2398,43,Canada,Deezer,Hip-Hop,545,40,BTS,Free,Afternoon,52.86,30.71
U2399,13,South Korea,Apple Music,Jazz,589,122,BTS,Free,Night,72.46,28.77
U2400,16,Brazil,Deezer,Country,256,67,Ed Sheeran,Premium,Afternoon,80.34,65.01
U2401,20,France,Apple Music,Rock,164,53,Dua Lipa,Premium,Night,35.24,33.09
U2402,25,Japan,YouTube,Rock,523,386,Ed Sheeran,Premium,Afternoon,72.96,67.27
U2403,21,USA,Tidal,EDM,312,274,BTS,Free,Night,53.9,29.94
U2404,56,USA,Spotify,Jazz,181,288,Drake,Premium,Afternoon,12.84,76.59
U2405,22,Canada,Deezer,EDM,558,389,Drake,Premium,Morning,51.79,46.4
U2406,57,Germany,Spotify,Country,143,238,Bad Bunny,Free,Night,21.39,15.73
U2407,49,South Korea,Tidal,Hip-Hop,206,202,Bad Bunny,Premium,Afternoon,76.46,30.55
U2408,51,UK,YouTube,Reggae,518,175,Ed Sheeran,Free,Morning,27.35,22.38
U2409,31,Japan,Spotify,Hip-Hop,534,425,The Weeknd,Premium,Night,43.34,39.29
U2410,38,Canada,Apple Music,EDM,334,93,Ed Sheeran,Free,Morning,60.64,45.76
U2411,53,Australia,Apple Music,Classical,482,215,The Weeknd,Free,Afternoon,73.21,6.59
U2412,23,Japan,Deezer,Classical,555,209,Drake,Premium,Night,40.88,66.5
U2413,15,South Korea,Apple Music,Metal,480,4,BTS,Premium,Morning,84.13,17.07
U2414,14,Canada,Tidal,Jazz,169,392,Post Malone,Premium,Afternoon,11.52,21.3
U2415,26,UK,Apple Music,Country,367,320,Bad Bunny,Premium,Afternoon,59.45,9.22
U2416,56,USA,Deezer,Classical,417,460,BTS,Premium,Afternoon,54.98,58.44
U2417,31,Germany,Spotify,Jazz,414,267,Post Malone,Free,Afternoon,57.32,72.28
U2418,50,Brazil,Deezer,R&B,68,297,Drake,Free,Afternoon,74.98,23.79
U2419,28,India,Tidal,Jazz,500,198,Taylor Swift,Premium,Afternoon,82.77,23.55
U2420,34,South Korea,Apple Music,R&B,196,392,Taylor Swift,Free,Morning,18.74,62.94
U2421,44,Japan,Deezer,EDM,453,382,Taylor Swift,Premium,Night,61.99,70.41
U2422,14,Japan,Spotify,Pop,362,325,The Weeknd,Free,Morning,89.09,39.86
U2423,20,USA,Apple Music,Jazz,125,1,Bad Bunny,Premium,Afternoon,49.01,15.56
U2424,52,UK,Amazon Music,Metal,393,450,The Weeknd,Premium,Afternoon,10.8,32.94
U2425,25,Germany,Apple Music,Rock,413,173,Billie Eilish,Free,Morning,38.18,11.31
U2426,42,France,Deezer,R&B,295,305,Dua Lipa,Free,Afternoon,78.5,29.77
U2427,30,USA,Deezer,Country,274,39,Post Malone,Premium,Afternoon,75.25,67.6
U2428,29,France,Deezer,Jazz,138,163,Bad Bunny,Premium,Afternoon,11.6,63.23
U2429,32,Australia,Spotify,Metal,164,316,Post Malone,Free,Night,32.5,70.12
U2430,24,Japan,Deezer,Hip-Hop,353,208,Billie Eilish,Free,Night,39.99,57.08
U2431,52,Brazil,Deezer,Jazz,287,169,The Weeknd,Free,Morning,71.09,26.84
U2432,25,Canada,Amazon Music,Metal,426,68,Adele,Free,Morning,65.98,66.12
U2433,20,Germany,Apple Music,Reggae,551,356,The Weeknd,Premium,Morning,31.66,28.11
U2434,28,Brazil,Deezer,Country,45,72,Dua Lipa,Premium,Night,17.93,60.09
U2435,55,Brazil,Amazon Music,Classical,466,39,Drake,Premium,Morning,27.16,79.3
U2436,37,Japan,Spotify,Hip-Hop,111,121,BTS,Premium,Morning,81.93,65.8
U2437,17,Canada,Apple Music,Classical,45,307,Ed Sheeran,Free,Morning,81.49,65.34
U2438,58,Australia,Deezer,Hip-Hop,62,460,Taylor Swift,Premium,Night,61.88,44.78
U2439,17,USA,Deezer,Classical,286,291,Adele,Premium,Afternoon,70.27,74.22
U2440,23,India,YouTube,Jazz,79,284,Ed Sheeran,Premium,Night,16.51,15.19
U2441,51,UK,Deezer,Hip-Hop,182,491,The Weeknd,Free,Night,13.91,51.59
U2442,20,India,Amazon Music,R&B,116,480,Billie Eilish,Free,Morning,68.43,39.56
U2443,17,USA,Spotify,EDM,69,470,Ed Sheeran,Free,Afternoon,53.04,71.08
U2444,17,Canada,YouTube,Jazz,568,39,Taylor Swift,Premium,Night,44.47,60.74
U2445,26,UK,Amazon Music,Rock,48,17,The Weeknd,Premium,Night,88.59,34.08
U2446,40,Brazil,Amazon Music,Classical,215,473,BTS,Free,Afternoon,49.72,62.51
U2447,53,South Korea,Apple Music,Classical,600,381,Taylor Swift,Premium,Afternoon,73.02,36.82
U2448,45,Australia,Apple Music,Jazz,294,371,The Weeknd,Free,Morning,59.1,15.61
U2449,33,Japan,YouTube,Jazz,30,64,Dua Lipa,Free,Morning,28.17,27.59
U2450,25,Brazil,Spotify,Rock,528,33,Post Malone,Free,Afternoon,77.52,67.97
U2451,51,India,YouTube,Country,544,483,Dua Lipa,Premium,Night,12.17,47.58
U2452,34,Japan,Apple Music,Reggae,444,481,Billie Eilish,Free,Morning,25.27,32.26
U2453,33,Australia,Spotify,Country,72,419,Ed Sheeran,Premium,Morning,25.97,10.35
U2454,19,France,Apple Music,Jazz,307,83,Ed Sheeran,Premium,Night,71.16,62.25
U2455,38,Canada,Apple Music,R&B,467,331,BTS,Free,Night,72.68,52.44
U2456,16,France,Deezer,Reggae,540,141,Bad Bunny,Free,Afternoon,51.42,40.74
